mitre_id,name,tactic,description,url
T1008,Fallback Channels,Command And Control,Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to avoid data transfer thresholds.,https://attack.mitre.org/techniques/T1008
T1680,Local Storage Discovery,Discovery,"Adversaries may enumerate local drives, disks, and/or volumes and their attributes like total or free space and volume serial number. This can be done to prepare for ransomware-related encryption, to perform [Lateral ...",https://attack.mitre.org/techniques/T1680
T1564.004,NTFS File Attributes,Stealth,Adversaries may use NTFS file attributes to hide their malicious data in order to evade detection. Every New Technology File System (NTFS) formatted partition contains a Master File Table (MFT) that maintains a record...,https://attack.mitre.org/techniques/T1564/004
T1558.003,Kerberoasting,Credential Access,Adversaries may abuse a valid Kerberos ticket-granting ticket (TGT) or sniff network traffic to obtain a ticket-granting service (TGS) ticket that may be vulnerable to [Brute Force](https://attack.mitre.org/techniques...,https://attack.mitre.org/techniques/T1558/003
T1003.006,DCSync,Credential Access,Adversaries may attempt to access credentials and other sensitive information by abusing a Windows Domain Controller's application programming interface (API)(Citation: Microsoft DRSR Dec 2017) (Citation: Microsoft Ge...,https://attack.mitre.org/techniques/T1003/006
T1124,System Time Discovery,Discovery,"An adversary may gather the system time and/or time zone settings from a local or remote system. The system time is set and stored by services, such as the Windows Time Service on Windows or <code>systemsetup</code> o...",https://attack.mitre.org/techniques/T1124
T1053.002,At,Execution|Persistence|Privilege Escalation,Adversaries may abuse the [at](https://attack.mitre.org/software/S0110) utility to perform task scheduling for initial or recurring execution of malicious code. The [at](https://attack.mitre.org/software/S0110) utilit...,https://attack.mitre.org/techniques/T1053/002
T1055.001,Dynamic-link Library Injection,Stealth|Privilege Escalation,Adversaries may inject dynamic-link libraries (DLLs) into processes in order to evade process-based defenses as well as possibly elevate privileges. DLL injection is a method of executing arbitrary code in the address...,https://attack.mitre.org/techniques/T1055/001
T1588.005,Exploits,Resource Development,"Adversaries may buy, steal, or download exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hard...",https://attack.mitre.org/techniques/T1588/005
T1556,Modify Authentication Process,Defense Impairment|Persistence|Credential Access,"Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled by mechanisms, such as the Local Secu...",https://attack.mitre.org/techniques/T1556
T1546.017,Udev Rules,Persistence|Privilege Escalation,"Adversaries may maintain persistence through executing malicious content triggered using udev rules. Udev is the Linux kernel device manager that dynamically manages device nodes, handles access to pseudo-device files...",https://attack.mitre.org/techniques/T1546/017
T1056.004,Credential API Hooking,Collection|Credential Access,Adversaries may hook into Windows application programming interface (API) functions and Linux system functions to collect user credentials. Malicious hooking mechanisms may capture API or function calls that include p...,https://attack.mitre.org/techniques/T1056/004
T1495,Firmware Corruption,Impact,"Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to boot, thus denying the availability to us...",https://attack.mitre.org/techniques/T1495
T1490,Inhibit System Recovery,Impact,Adversaries may delete or remove built-in data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery.(Citation: Talos Olympic Destroyer 2018)(Citation: FireEye WannaCry 2017) ...,https://attack.mitre.org/techniques/T1490
T1546.007,Netsh Helper DLL,Privilege Escalation|Persistence,Adversaries may establish persistence by executing malicious content triggered by Netsh Helper DLLs. Netsh.exe (also referred to as Netshell) is a command-line scripting utility used to interact with the network confi...,https://attack.mitre.org/techniques/T1546/007
T1566.003,Spearphishing via Service,Initial Access,Adversaries may send spearphishing messages via third-party services in an attempt to gain access to victim systems. Spearphishing via service is a specific variant of spearphishing. It is different from other forms o...,https://attack.mitre.org/techniques/T1566/003
T1090.001,Internal Proxy,Command And Control,Adversaries may use an internal proxy to direct command and control traffic between two or more systems in a compromised environment. Many tools exist that enable traffic redirection through proxies or port redirectio...,https://attack.mitre.org/techniques/T1090/001
T1216,System Script Proxy Execution,Stealth,"Adversaries may use trusted scripts, often signed with certificates, to proxy the execution of malicious files. Several Microsoft signed scripts that have been downloaded from Microsoft or are default on Windows insta...",https://attack.mitre.org/techniques/T1216
